Reported Time
Without Indexing
"95242 rows retrieved starting from 1 in 1 s 641 ms (execution: 1 s 52 ms, fetching: 589 ms)"
Tom McBeath,19
Tom McFarlane,19
Tom McGuire,19
Tom Mintier,19
Tommy Rosales Jr.,19
Tom Parker,19
Tom Quinn,19
Tony Alva,19
Tony Longo,19
Tony Montero,19
Tudi Wiggins,19
Ursula Andress,19
Vanessa Angel,19
Verna Bloom,19
Vernon Dent,19
Vernon Grote,19
Vic Polizos,19
Victor French,19
Victor Garrivier,19
Victor Moore,19
Ville Virtanen,19
Vincent D'Onofrio,19
Vincent Gale,19
Vincent Lindon,19
Vincent Pastore,19
Vivica A. Fox,19
Vladimir Yordanoff,19
Vondie Curtis-Hall,19
Walter Long,19
Warren Miller,19
Werner Peters,19
Wesley Snipes,19
Wilbur Fitzgerald,19
William Allen Young,19
William Baldwin,19
William Bryant,19
William Lanteau,19
William Paterson,19
Willie C. Carpenter,19
Willie Garson,19
Will Oldham,19
Wong Chung,19
Woody Brown,19
Yves Brainville,19
Yvette Mimieux,19
Zach Grenier,19
Zoe Caldwell,19
Adam Kotz,18
Adan Jodorowsky,18
Adrienne Shelly,18
Akosua Busia,18
Alan Caillou,18
Alan Cooke,18
Alan Devlin,18
Alan Polonsky,18
Albert Lieven,18
Alberto Vasquez,18
Alex Colon,18
Alice Playten,18
Alison Eastwood,18
Allan Havey,18
Al Martino,18
Alyson Hannigan,18
Amy Aquino,18
Amy Hill,18
Andre Rosey Brown,18
Andrew Bradford,18
Angela Goethals,18
Ángel de Andrés López,18
Anjul Nigam,18
Anna Berger,18
Annette Poivre,18
Ann Palmer,18
Anthony Correa,18
Anthony LaPaglia,18
Anthony Rapp,18
Anthony Wong Chau-Sang,18
Antony Sher,18
Aretha Franklin,18
Arturo Venegas,18
Asia Argento,18
Aurorah Allain,18
Barbara Steele,18
Barbara Tarbuck,18
Barbara Walters,18
Barry Foster,18
Becca Lish,18
Becky Ann Baker,18
Ben Browder,18
Bess Armstrong,18
Bill E. Rogers,18
Bill Erwin,18
Bill Travers,18
Bill Wittman,18
Bobby Di Cicco,18
Bobcat Goldthwait,18
Bonnie Hunt,18
Bradley Mott,18
Brendan Gleeson,18
Brenda Strong,18
Brent Jennings,18
Brian Backer,18
Brian Bremer,18
Brian Henson,18
Brian Worth,18
Brid Brennan,18
Bridget Hoffman,18
Bruce McBroom,18
Cameron Milzer,18
Camille Coduri,18
Carl "Alfalfa" Switzer,18
Carl Ballantine,18
Carlos Lacamara,18
Carol Sutton,18
Castulo Guerra,18
Catherine Keener,18
Catherine Reitman,18
Cecilia Peck,18
Cec Linder,18
Ceil Cabot,18
Charlene Holt,18
Charles Hallahan,18
Charles Jordan,18
Charles Kay,18
Charles K. French,18
Charles Rocket,18
Charles Seel,18
Charles Tamburro,18
Charlie Murphy,18
Chick Vennera,18
Chris Hendrie,18
Chris O'Donnell,18
Christina Ricci,18
Christopher Eccleston,18
Christopher "Kid" Reid,18
Christopher Maher,18
Christopher Villiers,18
Claire Skinner,18
Clare Carey,18
Clare Holman,18
Clarence Lung,18
Clark Howat,18
Cleavon Little,18
Clément Harari,18
Cliff Happy,18
Clifton Collins Jr.,18
Connie Stevens,18
Corinne Bohrer,18
Craig Richard Nelson,18
Cullen Oliver Johnson,18
Cylk Cozart,18
Damian O'Flynn,18
Dana Anderson,18
Dana Wynter,18
Danny Green,18
Dan Priest,18
Dante Maggio,18
Dave King,18
Dave Morris,18
Dave Sheridan,18
David Anderson,18
David Barry Gray,18
David Ford,18
David Klein,18
David Sheiner,18
David Sutton,18
David Wolos Fonteno,18
Dawn Addams,18
Debi Mazar,18
Dendrie Allyn Taylor,18
Denis Arndt,18
Denise Nicholas,18
Dennis Haysbert,18
Dennis Howard,18
Derry Power,18
Des Roberts,18
Dianne Reeves,18
Dick Ziker,18
Didier Flamand,18
Dimos Starenios,18
Dina Pathak,18
Djanet Sears,18
Doc Duhame,18
Donald Bishop,18
Donald "Duck" Dunn,18
Donald F. Muhich,18
Donald Sumpter,18
Donald Symington,18
Don Cornelius,18
Don Hood,18
Don Kay Reynolds,18
Don Novello,18
Douglas Evans,18
Douglas Roberts,18
Douglas Sheldon,18
Drew Snyder,18
Dr. Haing S. Ngor,18
D.W. Moffett,18
Ed Crowley,18
Eddie Foy Jr.,18
Ed Flanders,18
Ed Gale,18
Edward Gargan,18
Edward Hardwicke,18
Edward Harvey,18
Edward Underdown,18
Efrain Figueroa,18
Eileen Wesson,18
Elizabeth Perkins,18
Elizabeth Ruscio,18
Ellen Albertini Dow,18
Emily Perkins,18
Emmett E. Smith,18
Eric Wilton,18
Ernest Ndlovu,18
Ernie Reyes Jr.,18
Etienne Chicot,18
Eugene Clark,18
Eugene Deckers,18
Evan Arnold,18
Fausto Tozzi,18
Ferdy Mayne,18
Fiona Shaw,18
Franco Fabrizi,18
François Chau,18
François Truffaut,18
Fran Fullenwider,18
Frank Adonis,18
Frank Howard,18
Frank O'Sullivan,18
Frank Schuller,18
Frank Torres,18
Fred Dalton Thompson,18
Fred Savage,18
Fritzi Burr,18
Gary Allen,18
Gary Bayer,18
Gary Kanin,18
Gary Merrill,18
Gates McFadden,18
Geoffrey Nauffts,18
George Dunn,18
George E. Mather,18
George Lee Miles,18
Georges Renavent,18
Gerald Berns,18
Gerard McSorley,18
Gerard Murphy,18
Gerry Quigley,18
Gerry Robert Byrne,18
Gil Amelio,18
Graeme Blundell,18
Grayce Hampton,18
Gray Fredrickson,18
Gregory Hines,18
Gregory J. Barnett,18
Günter Lamprecht,18
Guy Maeda,18
Guy Rennie,18
Haing S. Ngor,18
Hallene Hill,18
Hamilton Camp,18
Harold Kruger,18
Harry Crocker,18
Harry J. Lennix,18
Harry O'Reilly,18
Harry Woods,18
Harvey J. Alperin,18
Heather Angel,18
Heather Graham,18
Hechter Ubarry,18
Henning Schlüter,18
Henri Guisol,18
Henry Kaiser,18
Hilton McRae,18
Holmes Herbert,18
Hope Summers,18
Horace McMahon,18
Howie Mandel,18
Hugh Gillin,18
Hugh O'Conor,18
Ian Patrick Williams,18
Ira Miller,18
Irvin Kershner,18
Isa Danieli,18
Isao Yamagata,18
Isiah Whitlock Jr.,18
Jack Denbo,18
Jack Hollander,18
Jackie Russell,18
Jack North,18
Jack Rader,18
Jackson Beck,18
Jacques Sandulescu,18
Jacques Tati,18
James Dobson,18
James Eckhouse,18
James Hampton,18
James King,18
James Logan,18
James Marsh,18
James O'Hara,18
James Ritz,18
Jami Gertz,18
Jan Campbell,18
Jane Elliot,18
Jane Luk,18
J. Anthony Hughes,18
Jason Priestley,18
Jaye P. Morgan,18
J.C. Cutler,18
Jean-Claude Lecas,18
Jean Lefebvre,18
Jean-Loup Wolff,18
Jeannie Linero,18
Jeff Habberstad,18
Jeffrey Nordling,18
Jeffrey Wright,18
Jennifer Brown,18
Jennifer Hilary,18
Jenny Runacre,18
Jerome Dempsey,18
Jerry Brown,18
Jerry Ziesmer,18
Jesper Christensen,18
Jesse Bennett,18
Jesse James,18
Jim Cody Williams,18
Jim Haynie,18
Jimmy Cliff,18
Jim Myers,18
Jimmy Smits,18
J.J. Johnson,18
J. Michael Hunter,18
Joanne Moore Jordan,18
Joe Banks,18
Joe Di Reda,18
Joe Franklin,18
Joel Brooks,18
Joe Sheridan,18
John Benfield,18
John Carroll Lynch,18
John De Lancie,18
John Dennis Johnston,18
John Henry Redwood,18
John Howard (II),18
John Hudson,18
John Kani,18
John McGiver,18
John Norman,18
John Pyper-Ferguson,18
John Sayles,18
John Short,18
John Vargas,18
John Walcutt,18
Joie Lee,18
Jordan Lund,18
Jorge Luke,18
Jose Feliciano,18
Jose Flores,18
José Luis Gómez,18
Joseph Mell,18
Josh Stamberg,18
Joyce Jameson,18
Joyce Walker,18
Judith Barker,18
Judson Pratt,18
Julian Burton,18
Julian Firth,18
Julianne Moore,18
Julia Roberts,18
Julie Benz,18
Julie Follansbee,18
Juliette Lewis,18
J.W. Smith,18
Karen Huie,18
Karen Kahn,18
Karl Lukas,18
Kasi Lemmons,18
Kate Williamson,18
Kathryn Card,18
K Callan,18
Kelly Hu,18
Ken Carpenter,18
Kenneth Fortescue,18
Kenneth Kendall,18
Ken Olson,18
Ken Pogue,18
Ken Sinclair,18
Kent McCord,18
Kevin Campbell,18
Kevin Gage,18
Kimberly Bailey,18
Kim Rossi Stuart,18
Kim Staunton,18
Kirk Sisco,18
Kool Moe Dee,18
Kurtwood Smith,18
Lara Harris,18
Larry Marshall,18
Laurence Naismith,18
Laurie Holden,18
Lee Joseph Davis,18
Leif Riddell,18
Lennie Weinrib,18
Leonard Thomas,18
Leon Tyler,18
Linda Moretti,18
Linda Thorson,18
Linda Williams,18
Linden Ashby,18
Lineu Dias,18
Lino Ventura,18
Lisa Lindgren,18
Lisa Marie,18
Lola Albright,18
Lorene Yarnell,18
Loretta Swit,18
Lorraine Ashbourne,18
Louis Mason,18
Lou Nova,18
Lou Reed,18
L. Peter Callender,18
Lynn Borden,18
Lynne Marta,18
Madison Mason,18
Mae Mercer,18
Malick Bowens,18
Manny Perry,18
Marceline Hugot,18
Marc Miles,18
Marc Singer,18
Marilyn Sokol,18
Mark Blum,18
Mark Christopher Lawrence,18
Mark Lambert,18
Mark Metcalf,18
Marley Shelton,18
Marshall Reed,18
Marta Fernandez Muro,18
Marthe Villalonga,18
Martin Mull,18
Mary Bond Davis,18
Mary Ellen Trainor,18
Mary Joy,18
Mary Smith,18
Masao Mishima,18
Mat Hoffman,18
Matthew Marsh,18
Matt Levin,18
Matt McGrath,18
Maureen Thomas,18
Maurice Moore,18
Max Wagner,18
Maya Zapata,18
Michael Benyaer,18
Michael Blodgett,18
Michael Cronin,18
Michael Edward Rose,18
Michael Fitzgerald,18
Michael  Flynn,18
Michael Hogan,18
Michael J. Burg,18
Michael Paul Chan,18
Michael Sinelnikoff,18
Michel Blanc,18
Mickey Fox,18
Miguel Ferrer,18
Milt Oberman,18
Milton Gonçalves,18
Mitsuo Iwata,18
Molly Ringwald,18
Natasha Lyonne,18
Nat Benchley,18
Neal McDonough,18
Neil Armstrong,18
Nicolas Rowe,18
Nigel Patrick,18
Noah Taylor,18
Noel Willman,18
Nora Dunn,18
Norman Grabowski,18
Odette Yustman,18
Olek Krupa,18
Olga Merediz,18
Oliver Muirhead,18
Otto Sander,18
Pamela Britton,18
Pamela Gordon,18
Pascal Elso,18
Pat Heywood,18
Patrick Braoude,18
Patrick Horgan,18
Patrick Kilpatrick,18
Patrick Magee,18
Patrick McAlinney,18
Patrika Darbo,18
Paula Trueman,18
Paul Birchard,18
Paul Carr,18
Paul Ford,18
Paul Greco,18
Paul Harvey,18
Paul Hogan,18
Paul Lieber,18
Paul Lukather,18
Paul Perri,18
Paul Winfield,18
Peggy Mondo,18
Peggy Roeder,18
Peggy Walton-Walker,18
Penelope Lee,18
Penelope Milford,18
Percy Helton,18
Peter Duncan,18
Peter Fitzsimmons,18
Peter Navy Tuiasosopo,18
Peter Stormare,18
Peter van Eyck,18
Phil Foster,18
Phil Hartman,18
Philip L. Mead,18
Philippe Morier-Genoud,18
Phil Tead,18
P. Lynn Johnson,18
Quinn K. Redeker,18
Raf dela Torre,18
Ralph Sanford,18
Randall Batinkoff,18
Ray Burdis,18
Raymond Ma,18
R. David Smith,18
Reb Brown,18
Reggie Jackson,18
Renji Ishibashi,18
Richard Angarola,18
Richard Blackburn,18
Richard Lee Reed,18
Richard Peel,18
Richard Rutowski,18
Richard Schiff,18
Richard Speight Jr,18
Richard Strange,18
Richard W. Farrell,18
Richy Müller,18
Rick Rosenthal,18
Rita Cadillac,18
Robby Benson,18
Roberta Haynes,18
Robert Escobar,18
Robert Frank Telfer,18
Robert Greig,18
Robert Kent,18
Robert Miano,18
Robert Pastorelli,18
Robert P. Lieb,18
Robert Sean Leonard,18
Rob Moran,18
Rock Deadrick,18
Rodney Hill,18
Rodrigo Puebla,18
Rod Zuanic,18
Roger Aaron Brown,18
Roger Mobley,18
Roger Monk,18
Romy Schneider,18
Ronald DeVoe,18
Ronald Lacey,18
Ronan Vibert,18
Ronnie Brody,18
Ronnie Rondell,18
Rosel Zech,18
Roy Poole,18
Ruben Blades,18
Russ Conway,18
Ruth Warren,18
Sabine Haudepin,18
Sakina Jaffrey,18
Sally Stevens,18
Sam McMurray,18
Sammy Smith,18
Sam Scarber,18
Sandy Helberg,18
Sarah Lawson,18
Sara Rue,18
Saverio Guerra,18
Scott Reeves,18
Sean Hennigan,18
Sebastian Shaw,18
Serge Bento,18
Serge Merlin,18
Seth Sakai,18
Shani Wallis,18
Sharon Williams,18
Shawn Wayans,18
Sheila Raynor,18
Sherilyn Fenn,18
Shoji Kobayashi,18
Simonetta Stefanelli,18
Simon Poland,18
Simon Scott,18
Sky Dumont,18
Solomon Burke,18
Sophie Stewart,18
Stan Ross,18
Stephanie Faracy,18
Stephanie Hodge,18
Stephanie Lawrence,18
Stephen Park,18
Steve Cropper,18
Steven Barr,18
Steven Culp,18
Steven Darrell,18
Steven Hurwitz,18
Steve Oedekerk,18
Steve Witting,18
Stewart Copeland,18
Stuart Pankin,18
Susan Blakely,18
Susan Blu,18
Susan Breslau,18
Suzanne Ristic,18
Suzette Llewellyn,18
Tamlyn Tomita,18
Tammy Grimes,18
Ted Neustadt,18
Ted Raimi,18
Tempe Piggott,18
Teri Hatcher,18
Teru Shimada,18
Thick Wilson,18
Thomas McElroy,18
Tichina Arnold,18
Ticky Holgado,18
Timothy Patrick Quill,18
Tim Perez,18
Tina Lifford,18
Tom Bell,18
Tom Georgeson,18
Tom Kenny,18
Tom Malone,18
Tom Mannion,18
Tony Bolano,18
Traci Lords,18
Trish VanDevere,18
Trish Van Devere,18
Tyrone Benskin,18
Uta Hagen,18
Valentine Pelka,18
Van Dyke Parks,18
Vera Miles,18
Verno O. Hobson,18
Vic Magnotta,18
Victor Morris,18
Victor Rivers,18
Vinton Haworth,18
Virginia Carroll,18
Virginia Smith,18
Viveka Davis,18
Vivian Wu,18
Wabei Slyolwe,18
Wally Brown,18
Walter Flanagan,18
Walter Sande,18
Warren Coleman,18
Whitby Hertford,18
Wiley Harker,18
William Bronder,18
William Geiger,18
William Harrigan,18
William Hopper,18
William Mapother,18
William Russ,18
Willie "Too Big" Hall,18
Will Lyman,18
Will MacMillian,18
W. Morgan Sheppard,18
Yoko Ono,18
Yola d'Avril,18
Youki Kudoh,18
Yuri Borienko,18
Zipora Peled,18
Adolfo Celi,17
Adriano Rimoldi,17
Adrian Rawlins,17
Afrika Bambaataa,17
Al Bridge,17
Alex Brown,17
Alex Hyde-White,17
Alex Kingston,17
Alex Van,17
Al Ferguson,17
Alice Pearce,17
Allan F. Nicholls,17
Allison Mack,17
Al Waxman,17
Amanda Foreman,17
Amy Douglass,17
Andre Eszterhazy,17
Andre Gregory,17
Andrew Dice Clay,17
Andrew Paris,17
Angela Winkler,17
Angelique Pettyjohn,17
Angel Tompkins,17
Angie Bolling,17
Anita Gillette,17
Annabella Sciorra,17
Anne Haney,17
Anne Ramsey,17
Anthony Clark,17
Anthony Minghella,17
Archie Savage,17
Arletty,17
Army Archerd,17
Arte Johnson,17
Art Frankel,17
Arthur Hansel,17
Arthur Holden,17
Arthur Mullard,17
Arthur Whybrow,17
Art Kimbro,17
Arye Gross,17
Barbara Everest,17
Barbara London,17
Barbara Yu Ling,17
Barry Ford,17
Barry Miller,17
Beatriz Thibaudin,17
Bee Duffell,17
Belinda Balaski,17
Belinda Bauer,17
Ben Affleck,17
Ben Diskin,17
Benjamin Bratt,17
Bernard Bresslaw,17
Bill Chemerka,17
Bill M. Ryusaki,17
Bill Walker,17
Billy Campbell,17
Bingham Ray,17
Blanca Marsillach,17
Blue Deckert,17
Bobby Bass,17
Bobby Hutcherson,17
Bob Hornery,17
Bob Miller,17
Bob Saget,17
Brenda Blethyn,17
Brenda Crichlow,17
Brendan Fraser,17
Brian Aherne,17
Brian DePalma,17
Brian Johnson,17
Brian Price,17
Brian Sergent,17
Brian Thompson,17
Bridget Ann Brno,17
Britta Smith,17
Bronagh Gallagher,17
Brooke Mills,17
Bruce Altman,17
Bruce Gray,17
Bruce McGuire,17
Bruno Iannone,17
Bruno Tonioli,17
Buddy Quaid,17
Calvin Bartlett,17
Cameron Thor,17
Campbell Lane,17
Carlos Sanz,17
Carmen Lopez,17
Carmine Caridi,17
Carmine Coppola,17
Caroline Williams,17
Carol MacReady,17
Catherine Mouchet,17
Cay Forrester,17
Charlaine Woodard,17
Charles Morton,17
Charles Phillips,17
Charlie Schlatter,17
Chelcie Ross,17
Cherry Jones,17
Cheryl Lynn Bruce,17
Chris Benson,17
Chris Ellis,17
Chris McHallem,17
Christa Lang,17
Christine Ebersole,17
Christine Nelson,17
Christopher Adamson,17
Christopher Lawford,17
Christopher Michael,17
Christopher Murney,17
Christopher Reeve,17
Chris Young,17
Chubby Johnson,17
Clayton Landey,17
Cliff Osmond,17
Clifton Powell,17
Colin Fox,17
Connie Booth,17
Connie Gilchrist,17
Courtney Love,17
Crauford Kent,17
Curtis Hanson,17
Curtis L. McClarin,17
Dana Barron,17
Dan Ades,17
Dan Cox,17
Daniel Greene,17
Daniel Hugh Kelly,17
Daniel Kash,17
Danton Stone,17
Dave Cameron,17
Dave Scott,17
David Carpenter,17
David Dwyer,17
David Gabison,17
David Haig,17
David Johansen,17
David Labiosa,17
David Lodge,17
David O'Hara,17
David Schwimmer,17
David Silva,17
David Threlfall,17
David Tomlinson,17
David Zucker,17
Debbie McLeod,17
Del Close,17
Dennis Christopher,17
Dennis Stewart,17
Diana Kent,17
Diane Dorsey,17
Dick Crockett,17
Dierdre Costello,17
Dominique Michel,17
Don Beddoe,17
Don Fitzgerald,17
Don Lewis,17
Don Michael Paul,17
Don Sparks,17
Doris Day,17
Dorothée Berryman,17
Douglas Gerrard,17
Drinda La Lumia,17
Duane Davis,17
Duncan Fraser,17
Earl Hindman,17
Earl Houston Bullock,17
Eddra Gale,17
Ed Hodson,17
Edie Falco,17
Edith Evans,17
Ed McCready,17
Edward S. Brophy,17
E. Katherine Kerr,17
Elaine Stritch,17
Eleanor David,17
Elenore Hirt,17
Elizabeth Berkley,17
Elizabeth Franz,17
Elizabeth Hartman,17
Emmanuelle Béart,17
Eric Blore,17
Estelle Winwood,17
Ethan Embry,17
Eva Novak,17
Fabio Sartor,17
Faith Brook,17
Francis Huster,17
Frank Cordell,17
Frank Grimes,17
Frankie Sakai,17
Frank Kumagai,17
Frank Singuineau,17
Frank Yaconelli,17
Fred Coby,17
Frederick Schiller,17
Gabriel Gobin,17
Garry Cooper,17
Gary Brockette,17
Gary Lee Davis,17
Gene Reynolds,17
George Aguilar,17
George D. Wallace,17
George Pravda,17
George P. Wilbur,17
George R. Robertson,17
Georges Géret,17
Geraldine Wall,17
Geraldo Rivera,17
Gerry Bamman,17
Gert Fröbe,17
Gigi Vorgan,17
Gilbert Green,17
Giuliano Raffaelli,17
Giuseppe Verdi,17
Glauco Onorato,17
Glen Cavender,17
Glenn Shadix,17
Glenn Thompson,17
Gloria Reuben,17
Gordon Currie,17
Grant James,17
Graziella Galvani,17
Gregg Palmer,17
Gus Mercurio,17
Gwen McGee,17
Gwen Van Dam,17
Gwyneth Paltrow,17
Hal Galili,17
Hank Azaria,17
Hansford Rowe,17
Harold Sylvester,17
Harry Murphy,17
Harvey Vernon,17
Hawk Wolinski,17
Hazel Boyne,17
Heather Simmons,17
Heather Thomas,17
Helen Verbit,17
Herbert Berghof,17
Hilary Mason,17
Hildy Brooks,17
Hisao Toake,17
Howard Cosell,17
Hugh Ross,17
Huguette Faget,17
Hulk Hogan,17
Ice Cube,17
Ilana Levine,17
Ione Skye,17
Irene Worth,17
Irma P. Hall,17
Jack Hallett,17
Jackie Laidlaw,17
Jack McKenzie,17
Jacques Berthier,17
Jacques Monod,17
Jacques Villeret,17
James Dixon,17
James Gandolfini,17
James L. Edwards,17
James Noble,17
James Read,17
James Toback,17
James Wilby,17
Jamie Bartlett,17
Jane Hoffman,17
Jane Horrocks,17
Janette Scott,17
Janice Kent,17
Jan Munroe,17
János Bán,17
Jason Bateman,17
Jason Carter,17
Javier Bardem,17
Jean Clarieux,17
Jean-Philippe Écoffey,17
Jeff Bailey,17
Jenette Goldstein,17
Jennifer Trier,17
Jerome Tiberghien,17
Jess Conrad,17
Jet Li,17
Jiang Wen,17
Jim Bannon,17
Jim Lovelett,17
Jim Moore,17
Jimmy Ortega,17
Joan Murphy,17
Joe Gray,17
Joel Polis,17
Joel Sweto,17
Joe Ploski,17
Joe Silver,17
John A. MacKay,17
John Billingsley,17
John Christopher Jones,17
John Cliff,17
John Corbett,17
John David Carson,17
John Eldredge,17
John Forgeham,17
John Hall,17
John Hemphill,17
John Kidd,17
John La Fayette,17
John Lawlor,17
John Lone,17
John Neville,17
John Pierce Jones,17
John Snyder,17
John "Spud" McConnell,17
John Stanton,17
Jonathan Stark,17
Jophery C. Brown,17
Joseph Gordon-Levitt,17
Joseph Maher,17
Josh Charles,17
Judd Nelson,17
Judith Scott,17
Julia McKenzie,17
Julian Richings,17
Juliette Greco,17
Julius J. Carry III,17
Justin Williams,17
Kareem Abdul-Jabbar,17
Karen Hines,17
Kari Wuhrer,17
Kate Mulgrew,17
Kathleen Hughes,17
Kathryn Tomlinson,17
Kathy Najimy,17
Katina Paxinou,17
Keenen Ivory Wayans,17
Keith Allen,17
Keith Anthony Lubow-Bella...,17
Keith Jochim,17
Keith McConnell,17
Kellie Martin,17
Kelly Coffield Park,17
Kelly Lynch,17
Ken Camroux,17
Ken Kensei,17
Ken Russell,17
Kent Broadhurst,17
Kernan Cripps,17
Kerry Shale,17
Kevin Page,17
Kimberly Beck,17
Kim Wilson,17
Kinuyo Tanaka,17
Kirby Mitchell,17
Kristen Vigard,17
K. Todd Freeman,17
Kurt Katch,17
Kyle Gass,17
Laila Robins,17
Laraine Day,17
Larry D. Mann,17
Lawrence Dane,17
Lee Richardson,17
Leonardo DiCaprio,17
Leon Lissek,17
Lesley Woods,17
Lewis Van Bergen,17
Linda Fiorentino,17
Linh-Dan Pham,17
Lisa Gordon,17
Lou Bonacki,17
Louise Portal,17
Lou Perryman,17
Lou Walker,17
Lynette Curran,17
Madge Blake,17
Maggie Moore,17
Malcolm Stewart,17
Marc Coppola,17
Marcia Gay Harden,17
Margo Martindale,17
Maria [Movita] Castaneda,17
Marie Cheatham,17
Marilia Pera,17
Marilu Henner,17
Marilyn Lightstone,17
Marilyn Raphael,17
Mark Levine,17
Mark Long,17
Mark L. Taylor,17
Marlon Wayans,17
Martin Boddey,17
Martin Gordon,17
Martin Shakar,17
Mary Coughlan,17
Mary Gross,17
Matty Fain,17
Maude Eburne,17
Maurice Argent,17
Mayra Serbulo,17
Melora Walters,17
Mia Dillon,17
Michael Arkin,17
Michael Boatman,17
Michael Brooks,17
Michael Bryan French,17
Michael Cumpsty,17
Michael Feinstein,17
Michael James,17
Michael Kenner,17
Michael Maloney,17
Michael O'Hare,17
Michael Ripper,17
Michel Creton,17
Mike Runyard,17
Miles Chapin,17
Milton Reid,17
Minoru Chiaki,17
Mitch Davies,17
Mitchell Whitfield,17
Mona Dol,17
Montagu Love,17
Morris Day,17
Moses Gunn,17
Myra Turley,17
Nancy Kulp,17
Nancy Stephens,17
Naomi Campbell,17
Nathalie Roussel,17
Neil McCarthy,17
Nelson Vasquez,17
Nicholas LePrevost,17
Nick Searcy,17
Nikita Mikhalkov,17
Nitin Chandra Ganatra,17
Noble Johnson,17
Norma Aleandro,17
Olga Dickie,17
Oliver Clark,17
Panchito Gomez,17
Patricia Kalember,17
Patricia Richardson,17
Patrick Warburton,17
Patsy Garrett,17
Paula Garcés,17
Paul Brian Anderson,17
Paul Chubb,17
Paul Cooper,17
Paul Desmond,17
Paul Ganus,17
Paul Keeley,17
Pearl Jones,17
Peggy Gormley,17
Penny Fuller,17
Penny Peyser,17
Perry Ivins,17
Peter Fain,17
Peter Guinness,17
Pete Smith,17
Phoebe Nicholls,17
Pierre Curzi,17
P.J. Johnson,17
Polly Draper,17
Porter Hall,17
Queen Latifah,17
Raghubir Yadav,17
Randall Arney,17
Randy Hall,17
Randy Stone,17
Raymond O'Connor,17
Raymond Pellegrin,17
Ray Serra,17
Reathel Bean,17
Rebecca Schull,17
Reese Witherspoon,17
Rex Holman,17
Richard Cerenzio,17
Richard Fancy,17
Richard Fitzpatrick,17
Richard Huw,17
Richard Lee-Sung,17
Richard Lineback,17
Richard Litt,17
Rick Dano,17
Ricky Nelson,17
Rigg Kennedy,17
Rita Taggart,17
Robert Chimento,17
Robert Conrad,17
Robert Covarrubias,17
Robert Kennedy,17
Robert Long,17
Robert Morelli,17
Robert Patrick,17
Robert St. Angelo,17
Robin Leach,17
Roger Callard,17
Rolf Hoppe,17
Ron Eldard,17
Ron Faber,17
Ron Fassler,17
Ron Harris,17
Ron Kovic,17
Ron Livingston,17
Ronnie Schell,17
Ron Thompson,17
Rosanna de Soto,17
Rosemary Knower,17
Roy Brocksmith,17
Roy E. Glenn Sr.,17
Roy Glenn,17
Russell Tyrone Jones,17
Russ McCubbin,17
Rusty Schwimmer,17
Ruth Donnelly,17
Rutherford Cravens,17
Ruth Silveira,17
Sakari Kuosmanen,17
Sara Berner,17
Sarita Choudhury,17
Scott Perry,17
Sean O'Bryan,17
Sergio Rubini,17
Shawn Elliott,17
Shawn Nelson,17
Sheila Kelley,17
Sheila Reid,17
Shiri Appleby,17
Shoichi Ozawa,17
Simone Signoret,17
Simon Reynolds,17
Spalding Gray,17
Stacey Travis,17
Stan Barrett,17
Starletta DuPois,17
Stephanie Beacham,17
Stephanie Berry,17
Stephen Dorff,17
Stephen Hawking,17
Stephen Mendillo,17
Steve Carell,17
Steve Kahan,17
Steven Tyler,17
Stuart H. Fox,17
Stu Nahan,17
Suzie Plakson,17
Takis Emmanuel,17
Tammy Lauren,17
Tantoo Cardinal,17
Taylor Nichols,17
Téa Leoni,17
Ted Manson,17
Ted McGinley,17
Ted Offenbecker,17
Ted Sorel,17
Teri Eiko Koide,17
Terrie Snell,17
Terry J. Leonard,17
Terry Loughlin,17
Terry-Thomas,17
Thomas Kopache,17
Tim Halligan,17
Tim McCarver,17
Tim Ware,17
Tim Woodward,17
Titus Welliver,17
Tom Fisher,17
Tom Hickey,17
Tomisaburo  Wakayama,17
Tommy Lasorda,17
Tom Rack,17
Tom Sizemore,17
Toni Kalem,17
Tony De Santis,17
Tony Leung Chiu Wai,17
Tony Leung Chiu-Wai,17
Tôru Furuya,17
Tracy Reed,17
Trevor Cooper,17
Trevor Ray,17
Trevor Steedman,17
Tricia O'Neil,17
Troy Winbush,17
Tucker Smallwood,17
Vassili Lambrinos,17
Veena Sood,17
Victor Baring,17
Victor Colicchio,17
Victoria Shaw,17
Victor Love,17
Vince O'Brien,17
Vladas Bagdonas,17
Volker Spengler,17
Walter Janowitz,17
Wayne Fleming,17
Wayne Newton,17
Wayne Tippit,17
Wendie Malick,17
Willard Sage,17
William Austin,17
William B. Davidson,17
Willis B. Bouchey,17
Willis Bouchey,17
Willoughby Gray,17
Will Ryan,17
Will Smith,17
Wolfgang Reichmann,17
Wright King,17
Yasuaki Kurata,17
Yul Brynner,17
Zale Kessler,17
Aaron Lustig,16
Aaron Neville,16
Abdoulaye N'Gom,16
Adam Bryant,16
Adam James,16
Adam Shankman,16
Ahuva Keren,16
Aitana Sánchez-Gijón,16
